Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
1,NME,ALY,1,1.38,1500,NME,ALY,NME,YDA
2,NME,ALY,1,1.31,1500,OMZ,LIV,OMZ,
3,NME,ALY,28,1.31,1500,YDA,ZHZ,YDA,
4,NME,ALY,4,1.31,1500,,,ALY,
5,NME,ALY,64,1.31,1500,,,LIV,
6,NME,ALY,100,1.43,1500,,,ZHZ,
7,NME,ALY,1,1.57,1500,,,,
8,NME,ALY,4,1.57,1500,,,,
9,NME,ALY,1,1.51,1500,,,,
10,NME,ALY,2,1.51,1500,,,,
11,NME,ALY,1,1.59,1500,,,,
12,NME,ALY,2,1.59,1500,,,,
13,NME,ALY,5,1.48,1500,,,,
14,NME,ALY,1,1.48,1500,,,,
15,NME,ALY,23,1.67,1500,,,,
16,NME,ALY,8,1.67,1500,,,,
17,NME,ALY,6,1.67,1500,,,,
18,NME,ALY,40,1.67,1500,,,,
19,NME,ALY,6,2.47,1500,,,,
20,NME,ALY,9,2.47,1500,,,,
21,NME,ALY,8,1.33,1500,,,,
22,NME,ALY,2,1.36,1500,,,,
23,NME,ALY,1,1.45,1500,,,,
24,NME,ALY,1,1.46,1500,,,,
25,NME,ALY,2,1.46,1500,,,,
26,NME,ALY,13,1.43,1500,,,,
27,NME,ALY,7,1.44,1500,,,,
28,NME,ALY,6,1.48,1500,,,,
29,NME,ALY,1,1.11,1500,,,,
30,NME,ALY,2,1.18,1500,,,,
31,NME,ALY,1,1.18,1500,,,,
32,NME,ALY,21,1.22,1500,,,,
33,NME,ALY,1,1.31,1500,,,,
34,NME,ALY,17,1.31,1500,,,,
35,NME,ALY,1,1.31,1500,,,,
36,NME,ALY,8,1.38,1500,,,,
37,NME,ALY,4,1.38,1500,,,,
38,NME,ALY,1,1.38,1500,,,,
39,NME,ALY,11,1.38,1500,,,,
40,NME,ALY,11,1.38,1500,,,,
41,NME,ALY,1,1.38,1500,,,,
42,NME,ALY,2,1.38,1500,,,,
43,NME,ALY,4,1.38,1500,,,,
44,NME,ALY,11,1.38,1500,,,,
45,NME,ALY,5,1.38,1500,,,,
46,NME,ALY,11,1.38,1500,,,,
47,NME,ALY,16,1.38,1500,,,,
48,NME,ALY,4,1.38,1500,,,,
49,NME,ALY,15,1.38,1500,,,,
50,NME,ALY,6,1.38,1500,,,,
51,NME,ALY,4,1.38,1500,,,,
52,NME,ALY,41,1.38,1500,,,,
53,NME,ALY,5,1.38,1500,,,,
54,NME,ALY,30,1.38,1500,,,,
55,NME,ALY,1,1.38,1500,,,,
56,NME,ALY,6,1.38,1500,,,,
57,NME,ALY,3,1.38,1500,,,,
58,NME,ALY,18,1.38,1500,,,,
59,NME,ALY,3,1.38,1500,,,,
60,NME,ALY,5,1.38,1500,,,,
61,NME,ALY,16,1.38,1500,,,,
62,NME,ALY,6,1.38,1500,,,,
63,NME,ALY,35,1.38,1500,,,,
64,NME,ALY,1,1.38,1500,,,,
65,NME,ALY,25,1.36,1500,,,,
66,NME,ALY,4,1.36,1500,,,,
67,NME,ALY,2,1.36,1500,,,,
68,NME,ALY,5,1.36,1500,,,,
69,NME,ALY,8,1.36,1500,,,,
70,NME,ALY,3,1.32,1500,,,,
71,NME,ALY,6,1.32,1500,,,,
72,NME,ALY,2,1.32,1500,,,,
73,NME,ALY,2,1.32,1500,,,,
74,NME,ALY,3,1.33,1500,,,,
75,NME,ALY,3,1.46,1500,,,,
76,NME,ALY,8,1.46,1500,,,,
77,NME,ALY,18,1.43,1500,,,,
78,NME,ALY,6,1.43,1500,,,,
79,NME,ALY,2,1.47,1500,,,,
80,NME,ALY,6,1.47,1500,,,,
81,NME,ALY,1,1.47,1500,,,,
82,NME,ALY,1,1.47,1500,,,,
83,NME,ALY,5,1.48,1500,,,,
84,NME,ALY,16,1.48,1500,,,,
85,NME,ALY,2,1.48,1500,,,,
86,NME,ALY,1,1.48,1500,,,,
87,NME,ALY,2,1.5,1500,,,,
88,NME,ALY,3,1.61,1500,,,,
89,NME,ALY,2,1.38,1500,,,,
90,NME,ALY,1,1.3,1500,,,,
91,NME,ALY,15,1.38,1500,,,,
92,NME,ALY,23,1.38,1500,,,,
93,NME,ALY,1,1.38,1500,,,,
94,NME,ALY,2,1.38,1500,,,,
95,NME,ALY,2,1.38,1500,,,,
96,NME,ALY,1,1.32,1500,,,,
97,NME,ALY,1,1.6,1500,,,,
98,NME,ALY,1,1.22,1500,,,,
99,NME,ALY,1,1.31,1500,,,,
100,NME,ALY,6,1.37,1500,,,,
101,NME,ALY,2,1.37,1500,,,,
102,NME,ALY,2,1.38,1500,,,,
103,NME,ALY,2,1.38,1500,,,,
104,NME,ALY,1,1.38,1500,,,,
105,NME,ALY,2,1.36,1500,,,,
106,NME,ALY,2,1.36,1500,,,,
107,NME,ALY,2,1.36,1500,,,,
108,NME,ALY,1,1.36,1500,,,,
109,NME,ALY,1,1.36,1500,,,,
110,NME,ALY,7,1.45,1500,,,,
111,NME,ALY,4,1.46,1500,,,,
112,NME,ALY,13,1.43,1500,,,,
113,NME,ALY,1,1.47,1500,,,,
114,NME,ALY,7,1.48,1500,,,,
115,NME,LIV,1,1.22,1500,,,,
116,NME,LIV,2,1.38,1500,,,,
117,NME,LIV,2,1.3,1500,,,,
118,NME,LIV,6,1.3,1500,,,,
119,NME,LIV,8,1.38,1500,,,,
120,NME,LIV,51,1.38,1500,,,,
121,NME,LIV,29,1.36,1500,,,,
122,NME,LIV,49,1.36,1500,,,,
123,NME,LIV,2,1.32,1500,,,,
124,NME,LIV,1,1.32,1500,,,,
125,NME,LIV,1,1.36,1500,,,,
126,NME,LIV,1,1.46,1500,,,,
127,NME,LIV,2,1.46,1500,,,,
128,NME,LIV,7,1.47,1500,,,,
129,NME,LIV,6,1.48,1500,,,,
130,NME,LIV,2,1.18,1500,,,,
131,NME,LIV,1,1.18,1500,,,,
132,NME,LIV,11,1.22,1500,,,,
133,NME,LIV,2,1.32,1500,,,,
134,NME,LIV,3,1.31,1500,,,,
135,NME,LIV,9,1.3,1500,,,,
136,NME,LIV,1,1.3,1500,,,,
137,NME,LIV,25,1.38,1500,,,,
138,NME,LIV,37,1.38,1500,,,,
139,NME,LIV,54,1.32,1500,,,,
140,NME,LIV,12,1.32,1500,,,,
141,NME,LIV,15,1.33,1500,,,,
142,NME,LIV,4,1.36,1500,,,,
143,NME,LIV,2,1.47,1500,,,,
144,NME,LIV,1,1.46,1500,,,,
145,NME,LIV,2,1.46,1500,,,,
146,NME,LIV,4,1.43,1500,,,,
147,NME,LIV,22,1.47,1500,,,,
148,NME,LIV,4,1.5,1500,,,,
149,NME,LIV,12,1.36,1500,,,,
150,NME,LIV,3,1.36,1500,,,,
151,NME,LIV,12,1.36,1500,,,,
152,NME,LIV,2,1.46,1500,,,,
153,NME,LIV,16,1.46,1500,,,,
154,NME,LIV,2,1.46,1500,,,,
155,NME,LIV,27,1.46,1500,,,,
156,NME,LIV,1,1.46,1500,,,,
157,NME,LIV,8,1.46,1500,,,,
158,NME,LIV,3,1.47,1500,,,,
159,NME,LIV,1,1.47,1500,,,,
160,NME,LIV,1,1.57,1500,,,,
161,NME,LIV,7,1.57,1500,,,,
162,NME,LIV,3,1.57,1500,,,,
163,NME,LIV,1,1.48,1500,,,,
164,NME,LIV,8,1.58,1500,,,,
165,NME,LIV,2,1.58,1500,,,,
166,NME,LIV,1,1.58,1500,,,,
167,NME,LIV,1,1.58,1500,,,,
168,NME,LIV,2,1.61,1500,,,,
169,NME,LIV,1,1.6,1500,,,,
170,NME,LIV,2,1.22,1500,,,,
171,NME,LIV,1,1.31,1500,,,,
172,NME,LIV,5,1.31,1500,,,,
173,NME,LIV,3,1.31,1500,,,,
174,NME,LIV,4,1.31,1500,,,,
175,NME,LIV,1,1.31,1500,,,,
176,NME,LIV,1,1.31,1500,,,,
177,NME,LIV,2,1.38,1500,,,,
178,NME,LIV,15,1.38,1500,,,,
179,NME,LIV,1,1.38,1500,,,,
180,NME,LIV,7,1.38,1500,,,,
181,NME,LIV,4,1.36,1500,,,,
182,NME,LIV,2,1.36,1500,,,,
