Order_num,LPORT,DPORT,Units,RT,Weight,PORT_L,PORT_D,PORT,CPORT
1,PORT A1,PORT B1,2,1.43,1480,PORT A1,PORT B1,PORT A1,PORT A2
2,PORT A1,PORT B1,1,1.57,2580,PORT A2,PORT B2,PORT A2,
3,PORT A1,PORT B1,4,1.57,2620,,PORT B3,PORT B1,
4,PORT A1,PORT B1,1,1.51,2150,,,PORT B2,
5,PORT A1,PORT B1,2,1.51,2010,,,PORT B3,
6,PORT A1,PORT B1,1,1.59,2610,,,,
7,PORT A1,PORT B1,2,1.59,2680,,,,
8,PORT A1,PORT B1,23,1.67,2110,,,,
9,PORT A1,PORT B1,8,1.67,1900,,,,
10,PORT A1,PORT B1,6,1.67,2030,,,,
11,PORT A1,PORT B1,30,1.67,2110,,,,
12,PORT A1,PORT B1,4,1.67,2110,,,,
13,PORT A1,PORT B1,5,1.67,2110,,,,
14,PORT A1,PORT B1,90,1.67,2110,,,,
15,PORT A1,PORT B1,19,1.67,2110,,,,
16,PORT A1,PORT B1,25,1.67,2110,,,,
17,PORT A1,PORT B1,150,1.67,2110,,,,
18,PORT A1,PORT B1,33,1.67,2110,,,,
19,PORT A1,PORT B1,5,1.67,2110,,,,
20,PORT A1,PORT B1,10,1.67,2110,,,,
21,PORT A1,PORT B1,4,1.67,2110,,,,
22,PORT A1,PORT B1,8,1.67,2110,,,,
23,PORT A1,PORT B1,11,1.67,2110,,,,
24,PORT A1,PORT B1,6,1.67,2110,,,,
25,PORT A1,PORT B2,6,1.18,1240,,,,
26,PORT A1,PORT B2,1,1.22,1410,,,,
27,PORT A1,PORT B2,5,1.31,1540,,,,
28,PORT A1,PORT B2,11,1.31,1540,,,,
29,PORT A1,PORT B2,6,1.31,1540,,,,
30,PORT A1,PORT B2,7,1.31,1540,,,,
31,PORT A1,PORT B2,13,1.31,1540,,,,
32,PORT A1,PORT B2,22,1.31,1540,,,,
33,PORT A1,PORT B2,3,1.31,1540,,,,
34,PORT A1,PORT B2,2,1.31,1540,,,,
35,PORT A1,PORT B2,1,1.31,1540,,,,
36,PORT A1,PORT B2,10,1.31,1540,,,,
37,PORT A1,PORT B2,5,1.31,1540,,,,
38,PORT A1,PORT B2,11,1.31,1540,,,,
39,PORT A1,PORT B2,2,1.31,1600,,,,
40,PORT A1,PORT B2,11,1.31,1600,,,,
41,PORT A1,PORT B2,3,1.31,1600,,,,
42,PORT A1,PORT B2,4,1.31,1600,,,,
43,PORT A1,PORT B2,6,1.31,1600,,,,
44,PORT A1,PORT B2,1,1.31,1600,,,,
45,PORT A1,PORT B2,9,1.31,1600,,,,
46,PORT A1,PORT B2,2,1.31,1600,,,,
47,PORT A1,PORT B2,3,1.31,1600,,,,
48,PORT A1,PORT B2,4,1.31,1600,,,,
49,PORT A1,PORT B2,7,1.31,1600,,,,
50,PORT A1,PORT B2,2,1.3,1370,,,,
51,PORT A1,PORT B2,6,1.3,1440,,,,
52,PORT A1,PORT B2,10,1.32,1500,,,,
53,PORT A1,PORT B2,2,1.32,1500,,,,
54,PORT A1,PORT B2,1,1.32,1530,,,,
55,PORT A1,PORT B3,2,1.22,1410,,,,
56,PORT A1,PORT B3,1,1.31,1540,,,,
57,PORT A1,PORT B3,5,1.31,1540,,,,
58,PORT A1,PORT B3,3,1.31,1600,,,,
59,PORT A1,PORT B3,4,1.31,1540,,,,
60,PORT A1,PORT B3,1,1.31,1600,,,,
61,PORT A1,PORT B3,1,1.31,1500,,,,
62,PORT A1,PORT B3,2,1.38,1600,,,,
63,PORT A1,PORT B3,15,1.38,1590,,,,
64,PORT A1,PORT B3,1,1.38,1650,,,,
65,PORT A1,PORT B3,7,1.38,1640,,,,
66,PORT A1,PORT B3,8,1.38,1450,,,,
67,PORT A1,PORT B3,1,1.38,1480,,,,
68,PORT A1,PORT B3,5,1.38,1590,,,,
69,PORT A1,PORT B3,1,1.38,1650,,,,
70,PORT A1,PORT B3,11,1.38,1640,,,,
71,PORT A1,PORT B3,14,1.38,1480,,,,
72,PORT A1,PORT B3,16,1.38,1650,,,,
73,PORT A1,PORT B3,20,1.38,1640,,,,
74,PORT A1,PORT B3,1,1.38,1600,,,,
